Time,Setpoint,ProcessValue,Output,Mode,State,ErrorBits
2019-02-14T10:53:33.082Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:38.134Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:43.157Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:48.269Z,35,115.0896987915039,0,3,3,0
2019-02-14T10:53:53.422Z,35,102.69097137451172,0,3,3,0
2019-02-14T10:53:58.790Z,35,23.943864822387695,100,3,3,0
2019-02-14T10:54:03.896Z,35,23.668981552124023,100,3,3,0
2019-02-14T10:54:09.322Z,35,24.9710636138916,100,3,3,0
2019-02-14T10:54:14.397Z,35,27.633100509643555,100,3,3,0
2019-02-14T10:54:19.508Z,35,31.712963104248047,100,3,3,0
2019-02-14T10:54:24.585Z,35,30.613426208496094,100,3,3,0
2019-02-14T10:54:29.675Z,35,33.015045166015625,98.83467102050781,3,3,0
2019-02-14T10:54:35.091Z,35,35.4890022277832,94.63284301757812,3,3,0
2019-02-14T10:54:40.231Z,35,37.34085464477539,91.98859405517578,3,3,0
2019-02-14T10:54:45.359Z,35,35.59027862548828,88.37029266357422,3,3,0
2019-02-14T10:54:50.398Z,35,35.706016540527344,83.95328521728516,3,3,0
2019-02-14T10:54:55.680Z,35,39.207176208496094,77.39341735839844,3,3,0
2019-02-14T10:55:00.814Z,35,37.355323791503906,75.54977416992188,3,3,0
2019-02-14T10:55:06.298Z,35,38.41145706176758,69.40873718261719,3,3,0
2019-02-14T10:55:11.429Z,35,39.5399284362793,63.505760192871094,3,3,0
2019-02-14T10:55:16.521Z,35,39.38078689575195,60.703224182128906,3,3,0
2019-02-14T10:55:21.727Z,35,39.453125,55.54248046875,3,3,0
2019-02-14T10:55:26.805Z,35,38.151039123535156,48.7344970703125,3,3,0
2019-02-14T10:55:31.892Z,35,40.79861068725586,42.94316101074219,3,3,0
2019-02-14T10:55:36.934Z,35,38.88888931274414,36.18266677856445,3,3,0
2019-02-14T10:55:42.078Z,35,37.688079833984375,37.239410400390625,3,3,0
2019-02-14T10:55:47.153Z,35,39.10590362548828,29.320261001586914,3,3,0
2019-02-14T10:55:52.672Z,35,35.8796272277832,27.34992790222168,3,3,0
2019-02-14T10:55:57.866Z,35,37.80381774902344,21.661338806152344,3,3,0
2019-02-14T10:56:03.191Z,35,36.61747741699219,23.790380477905273,3,3,0
2019-02-14T10:56:08.408Z,35,35.6336784362793,24.750394821166992,3,3,0
2019-02-14T10:56:13.927Z,35,35.82175827026367,25.171716690063477,3,3,0
2019-02-14T10:56:19.202Z,35,34.08564758300781,27.365039825439453,3,3,0
2019-02-14T10:56:24.411Z,35,34.47627258300781,29.008901596069336,3,3,0
2019-02-14T10:56:29.555Z,35,36.28472137451172,28.149812698364258,3,3,0
2019-02-14T10:56:34.728Z,35,36.313655853271484,19.820907592773438,3,3,0
2019-02-14T10:56:39.938Z,35,38.55613327026367,14.190221786499023,3,3,0
2019-02-14T10:56:45.409Z,35,36.06770706176758,13.852209091186523,3,3,0
2019-02-14T10:56:50.649Z,35,36.689815521240234,11.564952850341797,3,3,0
2019-02-14T10:56:55.780Z,35,37.57233810424805,7.832351207733154,3,3,0
2019-02-14T10:57:00.866Z,35,36.99363327026367,6.1755475997924805,3,3,0
2019-02-14T10:57:06.093Z,35,36.2702522277832,5.295989036560059,3,3,0
2019-02-14T10:57:11.379Z,35,36.183448791503906,0.018988363444805145,3,3,0
2019-02-14T10:57:16.715Z,35,37.138309478759766,0.6491290330886841,3,3,0
2019-02-14T10:57:22.095Z,35,36.313655853271484,0,3,3,0
